barcode_norm,product_name_old,product_name_new,unit_price_old,unit_price_new,price_diff,price_pct,categories_old,categories_new,available_old,available_new,image_urls_old,image_urls_new
3574661350141,o.b. Original Super tampon 16 pcs,o.b. Original Super tampon 16 db,1134.0,1259.0,125.0,11.022927689594356,puszedli-301,intim-higienia-306,True,True,https://imageproxy.wolt.com/assets/682b580dd3cf585540f711d5,https://imageproxy.wolt.com/assets/682b580dd3cf585540f711d5
4823077640094,Tibi étcsokoládé kakaókrémmel 90 g,Tibi étcsokoládé kakaókémmel 90 g,524.0,524.0,0.0,0.0,likor-172,tablas-csokoladek-176,True,True,https://imageproxy.wolt.com/assets/689b715a87a8f04a4a7d78c8;https://imageproxy.wolt.com/assets/689b715b87a8f04a4a7d78cd,https://imageproxy.wolt.com/assets/6a1619e13ad065b846d8295d;https://imageproxy.wolt.com/assets/6a1619e13ad065b846d8295e
5011321336094,"Head & Shoulders Menthol Fresh Korpásodás Elleni Sampon, 400ml",Head & Shoulders Menthol Fresh sampon 400ml,2469.0,2624.0,155.0,6.277845281490483,bors-296,hajsampon-301,True,True,https://imageproxy.wolt.com/assets/696e1cf62bbd123c386e8f9a,https://imageproxy.wolt.com/assets/68bad880860edfeaf9637509
5411188136361,"Alpro fermentált szójakészítmény eperrel, cseresznyével, datolyával 135 g","Alpro zsírszegény fermentált szójakészítmény datolyával, cseresznyével, eperrel 135 g",660.0,660.0,0.0,0.0,desszert-bonbon-107,novenyi-termekek-110,False,False,https://imageproxy.wolt.com/assets/667948395bc89c3fb6bf3de6,https://imageproxy.wolt.com/assets/667948395bc89c3fb6bf3de6
5900020016065,"Nestlé Nesquik kakaós ízű, ropogós gabonapehely vitaminokkal és ásványi anyagokkal 225 g","Nesquik kakaós ízű, ropogós gabonapehely vitaminokkal és ásványi anyagokkal 225 g",1379.0,1379.0,0.0,0.0,fagyasztott-husok-129,gabonapehely-132,True,True,https://imageproxy.wolt.com/assets/689b7a4587a8f04a4a7d8be7;https://imageproxy.wolt.com/assets/689b7a4787a8f04a4a7d8beb,https://imageproxy.wolt.com/assets/69fb75959c4fe0d3ac5037a2;https://imageproxy.wolt.com/assets/69fb75959c4fe0d3ac5037a1
5900020019530,Nestlé Lion karamellás és csokoládés ropogós gabonapehely vitaminokkal és ásványi anyagokkal 400 g,Lion karamellás és csokoládés ropogós gabonapehely vitaminokkal és ásványi anyagokkal 400 g,1909.0,1909.0,0.0,0.0,fagyasztott-husok-129,gabonapehely-132,True,True,https://imageproxy.wolt.com/assets/689b7a4c9bbcfa1dc39bb505;https://imageproxy.wolt.com/assets/689b7a4f9bbcfa1dc39bb50a,https://imageproxy.wolt.com/assets/6a13cb3fa6cb6dd4b4b32ae3;https://imageproxy.wolt.com/assets/6a13cb3fa6cb6dd4b4b32ae2
5900259087164,Cheetos Spirals sajtos & ketchupos ízesítésű kukoricasnack 30 g,Cheetos Spirals sajtos és ketchupos ízesítésű kukoricasnack 30 g,459.0,459.0,0.0,0.0,tequila-184,chips-extrudalt-termekek-188,True,True,https://imageproxy.wolt.com/assets/67502a9d71fc340e3bf37cef;https://imageproxy.wolt.com/assets/67502aa071fc340e3bf37cf6,https://imageproxy.wolt.com/assets/6a045bb8c640c042bb9ed6a2
5900396016188,Loyd citromhéjjal és citromfűvel ízesített filteres zöld tea 20 filter 30 g,Loyd aromatizált zöld tea citrom és citromfű ízesítéssel 20 filter 30 g,794.0,794.0,0.0,0.0,asvanyviz-138,zoldtea-141,True,True,https://imageproxy.wolt.com/assets/689b7aa59bbcfa1dc39bb5a1;https://imageproxy.wolt.com/assets/689b7aa79bbcfa1dc39bb5a6,https://imageproxy.wolt.com/assets/69f3c4d1f300facc694099e1;https://imageproxy.wolt.com/assets/69f3c4d1f300facc694099e2
5902620238465,"Schulstad Classic búzalisztből készült, francia fúrt hot dog kifli 3 x 60 g (180 g)","Schulstad búzalisztből készült, francia fúrt hot dog kifli 3 x 60 g (180 g)",615.0,615.0,0.0,0.0,mez-80,zsemle-kifli-bagel-baguette-84,True,True,https://imageproxy.wolt.com/assets/68e8fd199a94eea72b3549ec,https://imageproxy.wolt.com/assets/69e8aa6d50375a8869adf4e1
5997381341493,Dr. Oetker Aroma vanília 38 ml,Dr. Oetker vanília aroma 38 ml,314.0,314.0,0.0,0.0,keszetelek-157,sutesi-alapanyagok-162,True,True,https://imageproxy.wolt.com/assets/68c413b42c60b119670f00be,https://imageproxy.wolt.com/assets/6a019c924d71ffb5d4d4f093
5997443314847,Urban LoveFree citromízű nápolyi 180 g,"Urban Love Free nápolyi citromízű krémmel, édesítőszerrel 180 g",899.0,899.0,0.0,0.0,energiaszeletek-73,cukormentes-78,True,True,https://imageproxy.wolt.com/assets/689b842887a8f04a4a7d9680,https://imageproxy.wolt.com/assets/6a2292086daab3e35af041ea
5998334500103,Toffini natúr tofu 300 g,Toffini tofu 300 g,934.0,934.0,0.0,0.0,muzli-granola-72,vegan-77,True,True,https://imageproxy.wolt.com/assets/689b8ba4f18c6aaa8030aa1d,https://imageproxy.wolt.com/assets/6a0436b48b56d33b7a7f97b7
7310791245607,Libresse Ultra+ szárnyas egészségügyi betét 2 x 10 db,Libresse Ultra Regular+ szárnyas egészségügyi betét 2 x 10 db,1175.0,1259.0,84.0,7.1489361702127665,puszedli-301,intim-higienia-306,True,True,https://imageproxy.wolt.com/assets/68aee7f3ecb95744b9d42509;https://imageproxy.wolt.com/assets/68aee7f4ecb95744b9d4250e,https://imageproxy.wolt.com/assets/6a030a208c85700596526d7b;https://imageproxy.wolt.com/assets/6a030a208c85700596526d7a
7322540344011,Libresse Ultra+ Natural szárnyas egészségügyi betét 2 x 10 db,Libresse Ultra Regular+ Natural szárnyas egészségügyi betét 2 x 10 db,1175.0,1259.0,84.0,7.1489361702127665,puszedli-301,intim-higienia-306,True,True,https://imageproxy.wolt.com/assets/68aee7f3ecb95744b9d4250d;https://imageproxy.wolt.com/assets/68aee7f4ecb95744b9d42510,https://imageproxy.wolt.com/assets/69e669cfb5846925d431245c;https://imageproxy.wolt.com/assets/69e669ceb5846925d431245b
7322540356847,"Libresse Ultra+ Deo szárnyas egészségügyi betét illatosított (2 x 10 db), 20 db",Libresse Ultra Regular+ Deo szárnyas egészségügyi betét illatosított 2 x 10 db,1175.0,1259.0,84.0,7.1489361702127665,puszedli-301,intim-higienia-306,True,True,https://imageproxy.wolt.com/assets/68aef5e1ecb95744b9d425c3;https://imageproxy.wolt.com/assets/68aef5e3ecb95744b9d425c7,https://imageproxy.wolt.com/assets/6a02fc3ed1de37948f062874;https://imageproxy.wolt.com/assets/6a02fc3ed1de37948f062873
